Cumulative_number_for_14_days_of_COVID-19_cases_per_100000;cases;continentExp;countriesAndTerritories;countryterritoryCode;dateRep;day;deaths;geoId;month;popData2019;year
26785236;0;America;Grenada;GRD;20/10/2020;20;0;GD;10;112002;2020
26785236;0;America;Grenada;GRD;19/10/2020;19;0;GD;10;112002;2020
26785236;2;America;Grenada;GRD;18/10/2020;18;0;GD;10;112002;2020
8928412;0;America;Grenada;GRD;17/10/2020;17;0;GD;10;112002;2020
8928412;0;America;Grenada;GRD;16/10/2020;16;0;GD;10;112002;2020
8928412;0;America;Grenada;GRD;15/10/2020;15;0;GD;10;112002;2020
8928412;0;America;Grenada;GRD;14/10/2020;14;0;GD;10;112002;2020
8928412;1;America;Grenada;GRD;13/10/2020;13;0;GD;10;112002;2020
0;0;America;Grenada;GRD;12/10/2020;12;0;GD;10;112002;2020
0;0;America;Grenada;GRD;11/10/2020;11;0;GD;10;112002;2020
0;0;America;Grenada;GRD;10/10/2020;10;0;GD;10;112002;2020
0;0;America;Grenada;GRD;9/10/2020;9;0;GD;10;112002;2020
0;0;America;Grenada;GRD;8/10/2020;8;0;GD;10;112002;2020
0;0;America;Grenada;GRD;7/10/2020;7;0;GD;10;112002;2020
0;0;America;Grenada;GRD;6/10/2020;6;0;GD;10;112002;2020
0;0;America;Grenada;GRD;5/10/2020;5;0;GD;10;112002;2020
0;0;America;Grenada;GRD;4/10/2020;4;0;GD;10;112002;2020
0;0;America;Grenada;GRD;3/10/2020;3;0;GD;10;112002;2020
0;0;America;Grenada;GRD;2/10/2020;2;0;GD;10;112002;2020
0;0;America;Grenada;GRD;1/10/2020;1;0;GD;10;112002;2020
0;0;America;Grenada;GRD;30/9/2020;30;0;GD;9;112002;2020
0;0;America;Grenada;GRD;29/9/2020;29;0;GD;9;112002;2020
0;0;America;Grenada;GRD;28/9/2020;28;0;GD;9;112002;2020
0;0;America;Grenada;GRD;27/9/2020;27;0;GD;9;112002;2020
0;0;America;Grenada;GRD;26/9/2020;26;0;GD;9;112002;2020
0;0;America;Grenada;GRD;25/9/2020;25;0;GD;9;112002;2020
0;0;America;Grenada;GRD;24/9/2020;24;0;GD;9;112002;2020
0;0;America;Grenada;GRD;23/9/2020;23;0;GD;9;112002;2020
0;0;America;Grenada;GRD;22/9/2020;22;0;GD;9;112002;2020
0;0;America;Grenada;GRD;21/9/2020;21;0;GD;9;112002;2020
0;0;America;Grenada;GRD;20/9/2020;20;0;GD;9;112002;2020
0;0;America;Grenada;GRD;19/9/2020;19;0;GD;9;112002;2020
0;0;America;Grenada;GRD;18/9/2020;18;0;GD;9;112002;2020
0;0;America;Grenada;GRD;17/9/2020;17;0;GD;9;112002;2020
0;0;America;Grenada;GRD;16/9/2020;16;0;GD;9;112002;2020
0;0;America;Grenada;GRD;15/9/2020;15;0;GD;9;112002;2020
0;0;America;Grenada;GRD;14/9/2020;14;0;GD;9;112002;2020
0;0;America;Grenada;GRD;13/9/2020;13;0;GD;9;112002;2020
0;0;America;Grenada;GRD;12/9/2020;12;0;GD;9;112002;2020
0;0;America;Grenada;GRD;11/9/2020;11;0;GD;9;112002;2020
0;0;America;Grenada;GRD;10/9/2020;10;0;GD;9;112002;2020
0;0;America;Grenada;GRD;9/9/2020;9;0;GD;9;112002;2020
0;0;America;Grenada;GRD;8/9/2020;8;0;GD;9;112002;2020
0;0;America;Grenada;GRD;7/9/2020;7;0;GD;9;112002;2020
0;0;America;Grenada;GRD;6/9/2020;6;0;GD;9;112002;2020
0;0;America;Grenada;GRD;5/9/2020;5;0;GD;9;112002;2020
0;0;America;Grenada;GRD;4/9/2020;4;0;GD;9;112002;2020
0;0;America;Grenada;GRD;3/9/2020;3;0;GD;9;112002;2020
0;0;America;Grenada;GRD;2/9/2020;2;0;GD;9;112002;2020
0;0;America;Grenada;GRD;1/9/2020;1;0;GD;9;112002;2020
0;0;America;Grenada;GRD;31/8/2020;31;0;GD;8;112002;2020
0;0;America;Grenada;GRD;30/8/2020;30;0;GD;8;112002;2020
0;0;America;Grenada;GRD;29/8/2020;29;0;GD;8;112002;2020
0;0;America;Grenada;GRD;28/8/2020;28;0;GD;8;112002;2020
0;0;America;Grenada;GRD;27/8/2020;27;0;GD;8;112002;2020
0;0;America;Grenada;GRD;26/8/2020;26;0;GD;8;112002;2020
0;0;America;Grenada;GRD;25/8/2020;25;0;GD;8;112002;2020
0;0;America;Grenada;GRD;24/8/2020;24;0;GD;8;112002;2020
0;0;America;Grenada;GRD;23/8/2020;23;0;GD;8;112002;2020
0;0;America;Grenada;GRD;22/8/2020;22;0;GD;8;112002;2020
0;0;America;Grenada;GRD;21/8/2020;21;0;GD;8;112002;2020
0;0;America;Grenada;GRD;20/8/2020;20;0;GD;8;112002;2020
0;0;America;Grenada;GRD;19/8/2020;19;0;GD;8;112002;2020
0;0;America;Grenada;GRD;18/8/2020;18;0;GD;8;112002;2020
0;0;America;Grenada;GRD;17/8/2020;17;0;GD;8;112002;2020
0;0;America;Grenada;GRD;16/8/2020;16;0;GD;8;112002;2020
0;0;America;Grenada;GRD;15/8/2020;15;0;GD;8;112002;2020
0;0;America;Grenada;GRD;14/8/2020;14;0;GD;8;112002;2020
0;0;America;Grenada;GRD;13/8/2020;13;0;GD;8;112002;2020
8928412;0;America;Grenada;GRD;12/8/2020;12;0;GD;8;112002;2020
8928412;0;America;Grenada;GRD;11/8/2020;11;0;GD;8;112002;2020
8928412;0;America;Grenada;GRD;10/8/2020;10;0;GD;8;112002;2020
8928412;0;America;Grenada;GRD;9/8/2020;9;0;GD;8;112002;2020
8928412;0;America;Grenada;GRD;8/8/2020;8;0;GD;8;112002;2020
8928412;0;America;Grenada;GRD;7/8/2020;7;0;GD;8;112002;2020
8928412;0;America;Grenada;GRD;6/8/2020;6;0;GD;8;112002;2020
8928412;0;America;Grenada;GRD;5/8/2020;5;0;GD;8;112002;2020
8928412;0;America;Grenada;GRD;4/8/2020;4;0;GD;8;112002;2020
8928412;0;America;Grenada;GRD;3/8/2020;3;0;GD;8;112002;2020
8928412;0;America;Grenada;GRD;2/8/2020;2;0;GD;8;112002;2020
8928412;0;America;Grenada;GRD;1/8/2020;1;0;GD;8;112002;2020
8928412;0;America;Grenada;GRD;31/7/2020;31;0;GD;7;112002;2020
8928412;1;America;Grenada;GRD;30/7/2020;30;0;GD;7;112002;2020
0;0;America;Grenada;GRD;29/7/2020;29;0;GD;7;112002;2020
0;0;America;Grenada;GRD;28/7/2020;28;0;GD;7;112002;2020
0;0;America;Grenada;GRD;27/7/2020;27;0;GD;7;112002;2020
0;0;America;Grenada;GRD;26/7/2020;26;0;GD;7;112002;2020
0;0;America;Grenada;GRD;25/7/2020;25;0;GD;7;112002;2020
0;0;America;Grenada;GRD;24/7/2020;24;0;GD;7;112002;2020
0;0;America;Grenada;GRD;23/7/2020;23;0;GD;7;112002;2020
0;0;America;Grenada;GRD;22/7/2020;22;0;GD;7;112002;2020
0;0;America;Grenada;GRD;21/7/2020;21;0;GD;7;112002;2020
0;0;America;Grenada;GRD;20/7/2020;20;0;GD;7;112002;2020
0;0;America;Grenada;GRD;19/7/2020;19;0;GD;7;112002;2020
0;0;America;Grenada;GRD;18/7/2020;18;0;GD;7;112002;2020
0;0;America;Grenada;GRD;17/7/2020;17;0;GD;7;112002;2020
0;0;America;Grenada;GRD;16/7/2020;16;0;GD;7;112002;2020
0;0;America;Grenada;GRD;15/7/2020;15;0;GD;7;112002;2020
0;0;America;Grenada;GRD;14/7/2020;14;0;GD;7;112002;2020
0;0;America;Grenada;GRD;13/7/2020;13;0;GD;7;112002;2020
0;0;America;Grenada;GRD;12/7/2020;12;0;GD;7;112002;2020
0;0;America;Grenada;GRD;11/7/2020;11;0;GD;7;112002;2020
0;0;America;Grenada;GRD;10/7/2020;10;0;GD;7;112002;2020
0;0;America;Grenada;GRD;9/7/2020;9;0;GD;7;112002;2020
0;0;America;Grenada;GRD;8/7/2020;8;0;GD;7;112002;2020
0;0;America;Grenada;GRD;7/7/2020;7;0;GD;7;112002;2020
0;0;America;Grenada;GRD;6/7/2020;6;0;GD;7;112002;2020
0;0;America;Grenada;GRD;5/7/2020;5;0;GD;7;112002;2020
0;0;America;Grenada;GRD;4/7/2020;4;0;GD;7;112002;2020
0;0;America;Grenada;GRD;3/7/2020;3;0;GD;7;112002;2020
0;0;America;Grenada;GRD;2/7/2020;2;0;GD;7;112002;2020
0;0;America;Grenada;GRD;1/7/2020;1;0;GD;7;112002;2020
0;0;America;Grenada;GRD;30/6/2020;30;0;GD;6;112002;2020
0;0;America;Grenada;GRD;29/6/2020;29;0;GD;6;112002;2020
0;0;America;Grenada;GRD;28/6/2020;28;0;GD;6;112002;2020
0;0;America;Grenada;GRD;27/6/2020;27;0;GD;6;112002;2020
0;0;America;Grenada;GRD;26/6/2020;26;0;GD;6;112002;2020
0;0;America;Grenada;GRD;25/6/2020;25;0;GD;6;112002;2020
0;0;America;Grenada;GRD;24/6/2020;24;0;GD;6;112002;2020
0;0;America;Grenada;GRD;23/6/2020;23;0;GD;6;112002;2020
0;0;America;Grenada;GRD;22/6/2020;22;0;GD;6;112002;2020
0;0;America;Grenada;GRD;21/6/2020;21;0;GD;6;112002;2020
0;0;America;Grenada;GRD;20/6/2020;20;0;GD;6;112002;2020
0;0;America;Grenada;GRD;19/6/2020;19;0;GD;6;112002;2020
0;0;America;Grenada;GRD;18/6/2020;18;0;GD;6;112002;2020
0;0;America;Grenada;GRD;17/6/2020;17;0;GD;6;112002;2020
0;0;America;Grenada;GRD;16/6/2020;16;0;GD;6;112002;2020
0;0;America;Grenada;GRD;15/6/2020;15;0;GD;6;112002;2020
0;0;America;Grenada;GRD;14/6/2020;14;0;GD;6;112002;2020
0;0;America;Grenada;GRD;13/6/2020;13;0;GD;6;112002;2020
0;0;America;Grenada;GRD;12/6/2020;12;0;GD;6;112002;2020
0;0;America;Grenada;GRD;11/6/2020;11;0;GD;6;112002;2020
0;0;America;Grenada;GRD;10/6/2020;10;0;GD;6;112002;2020
0;0;America;Grenada;GRD;9/6/2020;9;0;GD;6;112002;2020
8928412;0;America;Grenada;GRD;8/6/2020;8;0;GD;6;112002;2020
8928412;0;America;Grenada;GRD;7/6/2020;7;0;GD;6;112002;2020
8928412;0;America;Grenada;GRD;6/6/2020;6;0;GD;6;112002;2020
8928412;0;America;Grenada;GRD;5/6/2020;5;0;GD;6;112002;2020
8928412;0;America;Grenada;GRD;4/6/2020;4;0;GD;6;112002;2020
8928412;0;America;Grenada;GRD;3/6/2020;3;0;GD;6;112002;2020
8928412;0;America;Grenada;GRD;2/6/2020;2;0;GD;6;112002;2020
8928412;0;America;Grenada;GRD;1/6/2020;1;0;GD;6;112002;2020
8928412;0;America;Grenada;GRD;31/5/2020;31;0;GD;5;112002;2020
8928412;0;America;Grenada;GRD;30/5/2020;30;0;GD;5;112002;2020
17856824;0;America;Grenada;GRD;29/5/2020;29;0;GD;5;112002;2020
17856824;0;America;Grenada;GRD;28/5/2020;28;0;GD;5;112002;2020
17856824;0;America;Grenada;GRD;27/5/2020;27;0;GD;5;112002;2020
17856824;1;America;Grenada;GRD;26/5/2020;26;0;GD;5;112002;2020
8928412;0;America;Grenada;GRD;25/5/2020;25;0;GD;5;112002;2020
8928412;0;America;Grenada;GRD;24/5/2020;24;0;GD;5;112002;2020
8928412;0;America;Grenada;GRD;23/5/2020;23;0;GD;5;112002;2020
8928412;0;America;Grenada;GRD;22/5/2020;22;0;GD;5;112002;2020
8928412;0;America;Grenada;GRD;21/5/2020;21;0;GD;5;112002;2020
8928412;0;America;Grenada;GRD;20/5/2020;20;0;GD;5;112002;2020
8928412;0;America;Grenada;GRD;19/5/2020;19;0;GD;5;112002;2020
8928412;0;America;Grenada;GRD;18/5/2020;18;0;GD;5;112002;2020
8928412;0;America;Grenada;GRD;17/5/2020;17;0;GD;5;112002;2020
17856824;1;America;Grenada;GRD;16/5/2020;16;0;GD;5;112002;2020
8928412;0;America;Grenada;GRD;15/5/2020;15;0;GD;5;112002;2020
8928412;0;America;Grenada;GRD;14/5/2020;14;0;GD;5;112002;2020
26785236;0;America;Grenada;GRD;13/5/2020;13;0;GD;5;112002;2020
26785236;0;America;Grenada;GRD;12/5/2020;12;0;GD;5;112002;2020
26785236;0;America;Grenada;GRD;11/5/2020;11;0;GD;5;112002;2020
26785236;0;America;Grenada;GRD;10/5/2020;10;0;GD;5;112002;2020
53570472;0;America;Grenada;GRD;9/5/2020;9;0;GD;5;112002;2020
53570472;0;America;Grenada;GRD;8/5/2020;8;0;GD;5;112002;2020
53570472;0;America;Grenada;GRD;7/5/2020;7;0;GD;5;112002;2020
624988839;0;America;Grenada;GRD;6/5/2020;6;0;GD;5;112002;2020
624988839;0;America;Grenada;GRD;5/5/2020;5;0;GD;5;112002;2020
624988839;0;America;Grenada;GRD;4/5/2020;4;0;GD;5;112002;2020
624988839;1;America;Grenada;GRD;3/5/2020;3;0;GD;5;112002;2020
53570472;0;America;Grenada;GRD;2/5/2020;2;0;GD;5;112002;2020
53570472;0;America;Grenada;GRD;1/5/2020;1;0;GD;5;112002;2020
53570472;2;America;Grenada;GRD;30/4/2020;30;0;GD;4;112002;2020
35713648;0;America;Grenada;GRD;29/4/2020;29;0;GD;4;112002;2020
35713648;0;America;Grenada;GRD;28/4/2020;28;0;GD;4;112002;2020
35713648;0;America;Grenada;GRD;27/4/2020;27;0;GD;4;112002;2020
35713648;3;America;Grenada;GRD;26/4/2020;26;0;GD;4;112002;2020
8928412;0;America;Grenada;GRD;25/4/2020;25;0;GD;4;112002;2020
26785236;0;America;Grenada;GRD;24/4/2020;24;0;GD;4;112002;2020
26785236;1;America;Grenada;GRD;23/4/2020;23;0;GD;4;112002;2020
17856824;0;America;Grenada;GRD;22/4/2020;22;0;GD;4;112002;2020
17856824;0;America;Grenada;GRD;21/4/2020;21;0;GD;4;112002;2020
17856824;0;America;Grenada;GRD;20/4/2020;20;0;GD;4;112002;2020
17856824;0;America;Grenada;GRD;19/4/2020;19;0;GD;4;112002;2020
17856824;0;America;Grenada;GRD;18/4/2020;18;0;GD;4;112002;2020
35713648;0;America;Grenada;GRD;17/4/2020;17;0;GD;4;112002;2020
35713648;0;America;Grenada;GRD;16/4/2020;16;0;GD;4;112002;2020
4464206;0;America;Grenada;GRD;15/4/2020;15;0;GD;4;112002;2020
4464206;0;America;Grenada;GRD;14/4/2020;14;0;GD;4;112002;2020
4464206;0;America;Grenada;GRD;13/4/2020;13;0;GD;4;112002;2020
4464206;0;America;Grenada;GRD;12/4/2020;12;0;GD;4;112002;2020
624988839;2;America;Grenada;GRD;11/4/2020;11;0;GD;4;112002;2020
4464206;0;America;Grenada;GRD;10/4/2020;10;0;GD;4;112002;2020
982125319;0;America;Grenada;GRD;9/4/2020;9;0;GD;4;112002;2020
982125319;0;America;Grenada;GRD;8/4/2020;8;0;GD;4;112002;2020
982125319;0;America;Grenada;GRD;7/4/2020;7;0;GD;4;112002;2020
982125319;0;America;Grenada;GRD;6/4/2020;6;0;GD;4;112002;2020
1071409439;0;America;Grenada;GRD;5/4/2020;5;0;GD;4;112002;2020
;2;America;Grenada;GRD;4/4/2020;4;0;GD;4;112002;2020
;0;America;Grenada;GRD;3/4/2020;3;0;GD;4;112002;2020
;1;America;Grenada;GRD;2/4/2020;2;0;GD;4;112002;2020
;0;America;Grenada;GRD;1/4/2020;1;0;GD;4;112002;2020
;0;America;Grenada;GRD;31/3/2020;31;0;GD;3;112002;2020
;0;America;Grenada;GRD;30/3/2020;30;0;GD;3;112002;2020
;2;America;Grenada;GRD;29/3/2020;29;0;GD;3;112002;2020
;0;America;Grenada;GRD;28/3/2020;28;0;GD;3;112002;2020
;6;America;Grenada;GRD;27/3/2020;27;0;GD;3;112002;2020
;0;America;Grenada;GRD;26/3/2020;26;0;GD;3;112002;2020
;0;America;Grenada;GRD;25/3/2020;25;0;GD;3;112002;2020
;0;America;Grenada;GRD;24/3/2020;24;0;GD;3;112002;2020
;1;America;Grenada;GRD;23/3/2020;23;0;GD;3;112002;2020
17215099076;16;Oceania;Guam;GUM;14/12/2020;14;1;GU;12;167295;2020
18410592068;0;Oceania;Guam;GUM;13/12/2020;13;0;GU;12;167295;2020
18410592068;38;Oceania;Guam;GUM;12/12/2020;12;2;GU;12;167295;2020
1817149347;13;Oceania;Guam;GUM;11/12/2020;11;2;GU;12;167295;2020
19964732957;13;Oceania;Guam;GUM;10/12/2020;10;0;GU;12;167295;2020
19187662512;7;Oceania;Guam;GUM;9/12/2020;9;0;GU;12;167295;2020
24926028871;15;Oceania;Guam;GUM;8/12/2020;8;0;GU;12;167295;2020
27197465555;0;Oceania;Guam;GUM;7/12/2020;7;0;GU;12;167295;2020
27197465555;45;Oceania;Guam;GUM;6/12/2020;6;0;GU;12;167295;2020
30305747333;17;Oceania;Guam;GUM;5/12/2020;5;1;GU;12;167295;2020
31441465674;22;Oceania;Guam;GUM;4/12/2020;4;0;GU;12;167295;2020
34310648854;31;Oceania;Guam;GUM;3/12/2020;3;0;GU;12;167295;2020
39152395469;37;Oceania;Guam;GUM;2/12/2020;2;0;GU;12;167295;2020
43695268836;34;Oceania;Guam;GUM;1/12/2020;1;0;GU;12;167295;2020
41662930751;36;Oceania;Guam;GUM;30/11/2020;30;0;GU;11;167295;2020
488358887;0;Oceania;Guam;GUM;29/11/2020;29;0;GU;11;167295;2020
51286649332;34;Oceania;Guam;GUM;28/11/2020;28;1;GU;11;167295;2020
53677635315;43;Oceania;Guam;GUM;27/11/2020;27;2;GU;11;167295;2020
56785917093;0;Oceania;Guam;GUM;26/11/2020;26;0;GU;11;167295;2020
62823156699;103;Oceania;Guam;GUM;25/11/2020;25;3;GU;11;167295;2020
81831495263;53;Oceania;Guam;GUM;24/11/2020;24;0;GU;11;167295;2020
78663438836;0;Oceania;Guam;GUM;23/11/2020;23;0;GU;11;167295;2020
85836396784;97;Oceania;Guam;GUM;22/11/2020;22;3;GU;11;167295;2020
80038255776;36;Oceania;Guam;GUM;21/11/2020;21;2;GU;11;167295;2020
84401805194;70;Oceania;Guam;GUM;20/11/2020;20;1;GU;11;167295;2020
86254819331;112;Oceania;Guam;GUM;19/11/2020;19;0;GU;11;167295;2020
8499955169;113;Oceania;Guam;GUM;18/11/2020;18;2;GU;11;167295;2020
85358199588;0;Oceania;Guam;GUM;17/11/2020;17;0;GU;11;167295;2020
85358199588;156;Oceania;Guam;GUM;16/11/2020;16;5;GU;11;167295;2020
76212678203;41;Oceania;Guam;GUM;15/11/2020;15;0;GU;11;167295;2020
74299889417;74;Oceania;Guam;GUM;14/11/2020;14;1;GU;11;167295;2020
82728115006;95;Oceania;Guam;GUM;13/11/2020;13;1;GU;11;167295;2020
77049523297;101;Oceania;Guam;GUM;12/11/2020;12;0;GU;11;167295;2020
73044621776;421;Oceania;Guam;GUM;11/11/2020;11;0;GU;11;167295;2020
53617860665;0;Oceania;Guam;GUM;10/11/2020;10;2;GU;11;167295;2020
60790818614;120;Oceania;Guam;GUM;9/11/2020;9;0;GU;11;167295;2020
53617860665;0;Oceania;Guam;GUM;8/11/2020;8;0;GU;11;167295;2020
58100959383;109;Oceania;Guam;GUM;7/11/2020;7;4;GU;11;167295;2020
56666367793;101;Oceania;Guam;GUM;6/11/2020;6;2;GU;11;167295;2020
55889297349;91;Oceania;Guam;GUM;5/11/2020;5;2;GU;11;167295;2020
55351325503;119;Oceania;Guam;GUM;4/11/2020;4;2;GU;11;167295;2020
56008846648;0;Oceania;Guam;GUM;3/11/2020;3;0;GU;11;167295;2020
60850593263;3;Oceania;Guam;GUM;2/11/2020;2;0;GU;11;167295;2020
6413819899;9;Oceania;Guam;GUM;1/11/2020;1;0;GU;11;167295;2020
63600227144;215;Oceania;Guam;GUM;31/10/2020;31;1;GU;10;167295;2020
62105860904;0;Oceania;Guam;GUM;30/10/2020;30;1;GU;10;167295;2020
67246480768;34;Oceania;Guam;GUM;29/10/2020;29;1;GU;10;167295;2020
696972414;96;Oceania;Guam;GUM;28/10/2020;28;1;GU;10;167295;2020
696972414;120;Oceania;Guam;GUM;27/10/2020;27;3;GU;10;167295;2020
68023551212;0;Oceania;Guam;GUM;26/10/2020;26;1;GU;10;167295;2020
68023551212;75;Oceania;Guam;GUM;25/10/2020;25;2;GU;10;167295;2020
68860396306;85;Oceania;Guam;GUM;24/10/2020;24;0;GU;10;167295;2020
67067156819;88;Oceania;Guam;GUM;23/10/2020;23;0;GU;10;167295;2020
68740847007;82;Oceania;Guam;GUM;22/10/2020;22;2;GU;10;167295;2020
63839325742;130;Oceania;Guam;GUM;21/10/2020;21;1;GU;10;167295;2020
5995397352;81;Oceania;Guam;GUM;20/10/2020;20;0;GU;10;167295;2020
58340057981;58;Oceania;Guam;GUM;19/10/2020;19;0;GU;10;167295;2020
54873128306;0;Oceania;Guam;GUM;18/10/2020;18;3;GU;10;167295;2020
63779551092;190;Oceania;Guam;GUM;17/10/2020;17;0;GU;10;167295;2020
52422367674;86;Oceania;Guam;GUM;16/10/2020;16;2;GU;10;167295;2020
53677635315;75;Oceania;Guam;GUM;15/10/2020;15;0;GU;10;167295;2020
49194536597;96;Oceania;Guam;GUM;14/10/2020;14;1;GU;10;167295;2020
46624226665;92;Oceania;Guam;GUM;13/10/2020;13;0;GU;10;167295;2020
43276846289;0;Oceania;Guam;GUM;12/10/2020;12;0;GU;10;167295;2020
43276846289;89;Oceania;Guam;GUM;11/10/2020;11;2;GU;10;167295;2020
42021578648;55;Oceania;Guam;GUM;10/10/2020;10;0;GU;10;167295;2020
4178248005;116;Oceania;Guam;GUM;9/10/2020;9;0;GU;10;167295;2020
348486207;0;Oceania;Guam;GUM;8/10/2020;8;3;GU;10;167295;2020
37538479931;65;Oceania;Guam;GUM;7/10/2020;7;0;GU;10;167295;2020
3622343764;54;Oceania;Guam;GUM;6/10/2020;6;3;GU;10;167295;2020
3478884605;0;Oceania;Guam;GUM;5/10/2020;5;1;GU;10;167295;2020
3478884605;149;Oceania;Guam;GUM;4/10/2020;4;2;GU;10;167295;2020
30186198033;0;Oceania;Guam;GUM;3/10/2020;3;0;GU;10;167295;2020
30186198033;107;Oceania;Guam;GUM;2/10/2020;2;2;GU;10;167295;2020
28512507845;0;Oceania;Guam;GUM;1/10/2020;1;0;GU;10;167295;2020
30843719179;53;Oceania;Guam;GUM;30/9/2020;30;1;GU;9;167295;2020
27675662751;36;Oceania;Guam;GUM;29/9/2020;29;4;GU;9;167295;2020
27675662751;0;Oceania;Guam;GUM;28/9/2020;28;0;GU;9;167295;2020
27675662751;68;Oceania;Guam;GUM;27/9/2020;27;0;GU;9;167295;2020
25284676769;51;Oceania;Guam;GUM;26/9/2020;26;4;GU;9;167295;2020
23252338683;0;Oceania;Guam;GUM;25/9/2020;25;0;GU;9;167295;2020
28512507845;45;Oceania;Guam;GUM;24/9/2020;24;1;GU;9;167295;2020
28512507845;43;Oceania;Guam;GUM;23/9/2020;23;0;GU;9;167295;2020
28452733196;30;Oceania;Guam;GUM;22/9/2020;22;3;GU;9;167295;2020
29767775486;0;Oceania;Guam;GUM;21/9/2020;21;0;GU;9;167295;2020
29767775486;72;Oceania;Guam;GUM;20/9/2020;20;0;GU;9;167295;2020
25464000717;0;Oceania;Guam;GUM;19/9/2020;19;3;GU;9;167295;2020
28990705042;79;Oceania;Guam;GUM;18/9/2020;18;2;GU;9;167295;2020
31023043127;39;Oceania;Guam;GUM;17/9/2020;17;2;GU;9;167295;2020
28691831794;0;Oceania;Guam;GUM;16/9/2020;16;0;GU;9;167295;2020
31800113572;36;Oceania;Guam;GUM;15/9/2020;15;2;GU;9;167295;2020
32517409367;0;Oceania;Guam;GUM;14/9/2020;14;0;GU;9;167295;2020
32517409367;28;Oceania;Guam;GUM;13/9/2020;13;2;GU;9;167295;2020
34430198153;17;Oceania;Guam;GUM;12/9/2020;12;1;GU;9;167295;2020
36701634837;88;Oceania;Guam;GUM;11/9/2020;11;2;GU;9;167295;2020
38136226426;45;Oceania;Guam;GUM;10/9/2020;10;1;GU;9;167295;2020
43575719537;42;Oceania;Guam;GUM;9/9/2020;9;4;GU;9;167295;2020
45667832272;52;Oceania;Guam;GUM;8/9/2020;8;1;GU;9;167295;2020
47759945007;0;Oceania;Guam;GUM;7/9/2020;7;0;GU;9;167295;2020
47759945007;0;Oceania;Guam;GUM;6/9/2020;6;0;GU;9;167295;2020
50928001435;59;Oceania;Guam;GUM;5/9/2020;5;1;GU;9;167295;2020
51167100033;113;Oceania;Guam;GUM;4/9/2020;4;0;GU;9;167295;2020
50688902836;0;Oceania;Guam;GUM;3/9/2020;3;0;GU;9;167295;2020
50688902836;52;Oceania;Guam;GUM;2/9/2020;2;3;GU;9;167295;2020
48895663349;48;Oceania;Guam;GUM;1/9/2020;1;0;GU;9;167295;2020
47162198512;0;Oceania;Guam;GUM;31/8/2020;31;0;GU;8;167295;2020
49672733794;60;Oceania;Guam;GUM;30/8/2020;30;0;GU;8;167295;2020
46923099913;55;Oceania;Guam;GUM;29/8/2020;29;0;GU;8;167295;2020
45129860426;112;Oceania;Guam;GUM;28/8/2020;28;1;GU;8;167295;2020
40108789862;136;Oceania;Guam;GUM;27/8/2020;27;0;GU;8;167295;2020
31979437521;77;Oceania;Guam;GUM;26/8/2020;26;2;GU;8;167295;2020
28273409247;87;Oceania;Guam;GUM;25/8/2020;25;0;GU;8;167295;2020
24029409128;0;Oceania;Guam;GUM;24/8/2020;24;0;GU;8;167295;2020
24388057025;53;Oceania;Guam;GUM;23/8/2020;23;0;GU;8;167295;2020
21220000598;63;Oceania;Guam;GUM;22/8/2020;22;1;GU;8;167295;2020
17513972324;105;Oceania;Guam;GUM;21/8/2020;21;1;GU;8;167295;2020
12074479213;0;Oceania;Guam;GUM;20/8/2020;20;0;GU;8;167295;2020
1255267641;22;Oceania;Guam;GUM;19/8/2020;19;0;GU;8;167295;2020
12074479213;19;Oceania;Guam;GUM;18/8/2020;18;0;GU;8;167295;2020
11357183419;42;Oceania;Guam;GUM;17/8/2020;17;0;GU;8;167295;2020
9384619983;14;Oceania;Guam;GUM;16/8/2020;16;0;GU;8;167295;2020
8547774889;25;Oceania;Guam;GUM;15/8/2020;15;0;GU;8;167295;2020
7232732598;28;Oceania;Guam;GUM;14/8/2020;14;0;GU;8;167295;2020
5678591709;0;Oceania;Guam;GUM;13/8/2020;13;0;GU;8;167295;2020
5857915658;15;Oceania;Guam;GUM;12/8/2020;12;0;GU;8;167295;2020
5080845214;16;Oceania;Guam;GUM;11/8/2020;11;0;GU;8;167295;2020
4303774769;6;Oceania;Guam;GUM;10/8/2020;10;0;GU;8;167295;2020
4483098718;0;Oceania;Guam;GUM;9/8/2020;9;0;GU;8;167295;2020
4483098718;1;Oceania;Guam;GUM;8/8/2020;8;0;GU;8;167295;2020
4423324068;14;Oceania;Guam;GUM;7/8/2020;7;0;GU;8;167295;2020
3885352222;8;Oceania;Guam;GUM;6/8/2020;6;0;GU;8;167295;2020
3526704325;14;Oceania;Guam;GUM;5/8/2020;5;0;GU;8;167295;2020
2869183179;7;Oceania;Guam;GUM;4/8/2020;4;0;GU;8;167295;2020
2928957829;9;Oceania;Guam;GUM;3/8/2020;3;0;GU;8;167295;2020
2630084581;0;Oceania;Guam;GUM;2/8/2020;2;0;GU;8;167295;2020
2630084581;3;Oceania;Guam;GUM;1/8/2020;1;0;GU;8;167295;2020
2510535282;2;Oceania;Guam;GUM;31/7/2020;31;0;GU;7;167295;2020
2390985983;3;Oceania;Guam;GUM;30/7/2020;30;0;GU;7;167295;2020
2271436684;2;Oceania;Guam;GUM;29/7/2020;29;0;GU;7;167295;2020
2211662034;3;Oceania;Guam;GUM;28/7/2020;28;0;GU;7;167295;2020
