Cumulative_number_for_14_days_of_COVID-19_cases_per_100000;cases;continentExp;countriesAndTerritories;countryterritoryCode;dateRep;day;deaths;geoId;month;popData2019;year
766494438;0;America;Barbados;BRB;21/10/2020;21;0;BB;10;287021;2020
766494438;0;America;Barbados;BRB;20/10/2020;20;0;BB;10;287021;2020
801335094;3;America;Barbados;BRB;19/10/2020;19;0;BB;10;287021;2020
801335094;0;America;Barbados;BRB;18/10/2020;18;0;BB;10;287021;2020
905857063;1;America;Barbados;BRB;17/10/2020;17;0;BB;10;287021;2020
871016406;3;America;Barbados;BRB;16/10/2020;16;0;BB;10;287021;2020
871016406;5;America;Barbados;BRB;15/10/2020;15;0;BB;10;287021;2020
696813125;2;America;Barbados;BRB;14/10/2020;14;0;BB;10;287021;2020
627131813;0;America;Barbados;BRB;13/10/2020;13;0;BB;10;287021;2020
627131813;2;America;Barbados;BRB;12/10/2020;12;0;BB;10;287021;2020
5574505;2;America;Barbados;BRB;11/10/2020;11;0;BB;10;287021;2020
487769188;1;America;Barbados;BRB;10/10/2020;10;0;BB;10;287021;2020
487769188;0;America;Barbados;BRB;9/10/2020;9;0;BB;10;287021;2020
487769188;3;America;Barbados;BRB;8/10/2020;8;0;BB;10;287021;2020
383247219;0;America;Barbados;BRB;7/10/2020;7;0;BB;10;287021;2020
383247219;1;America;Barbados;BRB;6/10/2020;6;0;BB;10;287021;2020
348406563;3;America;Barbados;BRB;5/10/2020;5;0;BB;10;287021;2020
383247219;3;America;Barbados;BRB;4/10/2020;4;0;BB;10;287021;2020
27872525;0;America;Barbados;BRB;3/10/2020;3;0;BB;10;287021;2020
27872525;3;America;Barbados;BRB;2/10/2020;2;0;BB;10;287021;2020
174203281;0;America;Barbados;BRB;1/10/2020;1;0;BB;10;287021;2020
209043938;0;America;Barbados;BRB;30/9/2020;30;0;BB;9;287021;2020
243884594;0;America;Barbados;BRB;29/9/2020;29;0;BB;9;287021;2020
313565906;0;America;Barbados;BRB;28/9/2020;28;0;BB;9;287021;2020
348406563;0;America;Barbados;BRB;27/9/2020;27;0;BB;9;287021;2020
348406563;1;America;Barbados;BRB;26/9/2020;26;0;BB;9;287021;2020
313565906;0;America;Barbados;BRB;25/9/2020;25;0;BB;9;287021;2020
313565906;0;America;Barbados;BRB;24/9/2020;24;0;BB;9;287021;2020
313565906;0;America;Barbados;BRB;23/9/2020;23;0;BB;9;287021;2020
348406563;0;America;Barbados;BRB;22/9/2020;22;0;BB;9;287021;2020
348406563;4;America;Barbados;BRB;21/9/2020;21;0;BB;9;287021;2020
243884594;0;America;Barbados;BRB;20/9/2020;20;0;BB;9;287021;2020
243884594;0;America;Barbados;BRB;19/9/2020;19;0;BB;9;287021;2020
27872525;0;America;Barbados;BRB;18/9/2020;18;0;BB;9;287021;2020
313565906;1;America;Barbados;BRB;17/9/2020;17;0;BB;9;287021;2020
27872525;1;America;Barbados;BRB;16/9/2020;16;0;BB;9;287021;2020
313565906;2;America;Barbados;BRB;15/9/2020;15;0;BB;9;287021;2020
27872525;1;America;Barbados;BRB;14/9/2020;14;0;BB;9;287021;2020
348406563;0;America;Barbados;BRB;13/9/2020;13;0;BB;9;287021;2020
487769188;0;America;Barbados;BRB;12/9/2020;12;0;BB;9;287021;2020
522609844;0;America;Barbados;BRB;11/9/2020;11;0;BB;9;287021;2020
522609844;0;America;Barbados;BRB;10/9/2020;10;0;BB;9;287021;2020
5574505;1;America;Barbados;BRB;9/9/2020;9;0;BB;9;287021;2020
627131813;0;America;Barbados;BRB;8/9/2020;8;0;BB;9;287021;2020
627131813;1;America;Barbados;BRB;7/9/2020;7;0;BB;9;287021;2020
696813125;0;America;Barbados;BRB;6/9/2020;6;0;BB;9;287021;2020
731653781;1;America;Barbados;BRB;5/9/2020;5;0;BB;9;287021;2020
731653781;1;America;Barbados;BRB;4/9/2020;4;0;BB;9;287021;2020
731653781;0;America;Barbados;BRB;3/9/2020;3;0;BB;9;287021;2020
801335094;2;America;Barbados;BRB;2/9/2020;2;0;BB;9;287021;2020
766494438;1;America;Barbados;BRB;1/9/2020;1;0;BB;9;287021;2020
766494438;3;America;Barbados;BRB;31/8/2020;31;0;BB;8;287021;2020
696813125;4;America;Barbados;BRB;30/8/2020;30;0;BB;8;287021;2020
627131813;1;America;Barbados;BRB;29/8/2020;29;0;BB;8;287021;2020
731653781;0;America;Barbados;BRB;28/8/2020;28;0;BB;8;287021;2020
766494438;1;America;Barbados;BRB;27/8/2020;27;0;BB;8;287021;2020
731653781;3;America;Barbados;BRB;26/8/2020;26;0;BB;8;287021;2020
627131813;0;America;Barbados;BRB;25/8/2020;25;0;BB;8;287021;2020
661972469;3;America;Barbados;BRB;24/8/2020;24;0;BB;8;287021;2020
696813125;1;America;Barbados;BRB;23/8/2020;23;0;BB;8;287021;2020
661972469;1;America;Barbados;BRB;22/8/2020;22;0;BB;8;287021;2020
801335094;1;America;Barbados;BRB;21/8/2020;21;0;BB;8;287021;2020
766494438;2;America;Barbados;BRB;20/8/2020;20;0;BB;8;287021;2020
731653781;1;America;Barbados;BRB;19/8/2020;19;0;BB;8;287021;2020
696813125;1;America;Barbados;BRB;18/8/2020;18;0;BB;8;287021;2020
661972469;1;America;Barbados;BRB;17/8/2020;17;0;BB;8;287021;2020
975538375;2;America;Barbados;BRB;16/8/2020;16;0;BB;8;287021;2020
1323944938;4;America;Barbados;BRB;15/8/2020;15;0;BB;8;287021;2020
1184582313;1;America;Barbados;BRB;14/8/2020;14;0;BB;8;287021;2020
1149741657;0;America;Barbados;BRB;13/8/2020;13;0;BB;8;287021;2020
1149741657;0;America;Barbados;BRB;12/8/2020;12;0;BB;8;287021;2020
1149741657;1;America;Barbados;BRB;11/8/2020;11;0;BB;8;287021;2020
1114901;4;America;Barbados;BRB;10/8/2020;10;0;BB;8;287021;2020
1045219688;0;America;Barbados;BRB;9/8/2020;9;0;BB;8;287021;2020
1045219688;5;America;Barbados;BRB;8/8/2020;8;0;BB;8;287021;2020
940697719;0;America;Barbados;BRB;7/8/2020;7;0;BB;8;287021;2020
940697719;1;America;Barbados;BRB;6/8/2020;6;0;BB;8;287021;2020
905857063;0;America;Barbados;BRB;5/8/2020;5;0;BB;8;287021;2020
905857063;0;America;Barbados;BRB;4/8/2020;4;0;BB;8;287021;2020
940697719;10;America;Barbados;BRB;3/8/2020;3;0;BB;8;287021;2020
627131813;12;America;Barbados;BRB;2/8/2020;2;0;BB;8;287021;2020
209043938;0;America;Barbados;BRB;1/8/2020;1;0;BB;8;287021;2020
209043938;0;America;Barbados;BRB;31/7/2020;31;0;BB;7;287021;2020
209043938;0;America;Barbados;BRB;30/7/2020;30;0;BB;7;287021;2020
243884594;0;America;Barbados;BRB;29/7/2020;29;0;BB;7;287021;2020
243884594;0;America;Barbados;BRB;28/7/2020;28;0;BB;7;287021;2020
243884594;2;America;Barbados;BRB;27/7/2020;27;0;BB;7;287021;2020
174203281;0;America;Barbados;BRB;26/7/2020;26;0;BB;7;287021;2020
348406563;2;America;Barbados;BRB;25/7/2020;25;0;BB;7;287021;2020
27872525;0;America;Barbados;BRB;24/7/2020;24;0;BB;7;287021;2020
27872525;0;America;Barbados;BRB;23/7/2020;23;0;BB;7;287021;2020
27872525;0;America;Barbados;BRB;22/7/2020;22;0;BB;7;287021;2020
27872525;1;America;Barbados;BRB;21/7/2020;21;0;BB;7;287021;2020
243884594;1;America;Barbados;BRB;20/7/2020;20;0;BB;7;287021;2020
243884594;0;America;Barbados;BRB;19/7/2020;19;0;BB;7;287021;2020
243884594;0;America;Barbados;BRB;18/7/2020;18;0;BB;7;287021;2020
243884594;0;America;Barbados;BRB;17/7/2020;17;0;BB;7;287021;2020
243884594;1;America;Barbados;BRB;16/7/2020;16;0;BB;7;287021;2020
209043938;0;America;Barbados;BRB;15/7/2020;15;0;BB;7;287021;2020
209043938;0;America;Barbados;BRB;14/7/2020;14;0;BB;7;287021;2020
209043938;0;America;Barbados;BRB;13/7/2020;13;0;BB;7;287021;2020
209043938;5;America;Barbados;BRB;12/7/2020;12;0;BB;7;287021;2020
34840656;0;America;Barbados;BRB;11/7/2020;11;0;BB;7;287021;2020
34840656;0;America;Barbados;BRB;10/7/2020;10;0;BB;7;287021;2020
34840656;0;America;Barbados;BRB;9/7/2020;9;0;BB;7;287021;2020
34840656;0;America;Barbados;BRB;8/7/2020;8;0;BB;7;287021;2020
34840656;0;America;Barbados;BRB;7/7/2020;7;0;BB;7;287021;2020
34840656;1;America;Barbados;BRB;6/7/2020;6;0;BB;7;287021;2020
0;0;America;Barbados;BRB;5/7/2020;5;0;BB;7;287021;2020
0;0;America;Barbados;BRB;4/7/2020;4;0;BB;7;287021;2020
0;0;America;Barbados;BRB;3/7/2020;3;0;BB;7;287021;2020
0;0;America;Barbados;BRB;2/7/2020;2;0;BB;7;287021;2020
0;0;America;Barbados;BRB;1/7/2020;1;0;BB;7;287021;2020
0;0;America;Barbados;BRB;30/6/2020;30;0;BB;6;287021;2020
34840656;0;America;Barbados;BRB;29/6/2020;29;0;BB;6;287021;2020
34840656;0;America;Barbados;BRB;28/6/2020;28;0;BB;6;287021;2020
34840656;0;America;Barbados;BRB;27/6/2020;27;0;BB;6;287021;2020
34840656;0;America;Barbados;BRB;26/6/2020;26;0;BB;6;287021;2020
34840656;0;America;Barbados;BRB;25/6/2020;25;0;BB;6;287021;2020
174203281;0;America;Barbados;BRB;24/6/2020;24;0;BB;6;287021;2020
174203281;0;America;Barbados;BRB;23/6/2020;23;0;BB;6;287021;2020
174203281;0;America;Barbados;BRB;22/6/2020;22;0;BB;6;287021;2020
174203281;0;America;Barbados;BRB;21/6/2020;21;0;BB;6;287021;2020
174203281;0;America;Barbados;BRB;20/6/2020;20;0;BB;6;287021;2020
174203281;0;America;Barbados;BRB;19/6/2020;19;0;BB;6;287021;2020
174203281;0;America;Barbados;BRB;18/6/2020;18;0;BB;6;287021;2020
174203281;0;America;Barbados;BRB;17/6/2020;17;0;BB;6;287021;2020
174203281;1;America;Barbados;BRB;16/6/2020;16;0;BB;6;287021;2020
139362625;0;America;Barbados;BRB;15/6/2020;15;0;BB;6;287021;2020
139362625;0;America;Barbados;BRB;14/6/2020;14;0;BB;6;287021;2020
139362625;0;America;Barbados;BRB;13/6/2020;13;0;BB;6;287021;2020
139362625;0;America;Barbados;BRB;12/6/2020;12;0;BB;6;287021;2020
139362625;4;America;Barbados;BRB;11/6/2020;11;0;BB;6;287021;2020
0;0;America;Barbados;BRB;10/6/2020;10;0;BB;6;287021;2020
0;0;America;Barbados;BRB;9/6/2020;9;0;BB;6;287021;2020
0;0;America;Barbados;BRB;8/6/2020;8;0;BB;6;287021;2020
0;0;America;Barbados;BRB;7/6/2020;7;0;BB;6;287021;2020
69681313;0;America;Barbados;BRB;6/6/2020;6;0;BB;6;287021;2020
69681313;0;America;Barbados;BRB;5/6/2020;5;0;BB;6;287021;2020
69681313;0;America;Barbados;BRB;4/6/2020;4;0;BB;6;287021;2020
69681313;0;America;Barbados;BRB;3/6/2020;3;0;BB;6;287021;2020
139362625;0;America;Barbados;BRB;2/6/2020;2;0;BB;6;287021;2020
139362625;0;America;Barbados;BRB;1/6/2020;1;0;BB;6;287021;2020
209043938;0;America;Barbados;BRB;31/5/2020;31;0;BB;5;287021;2020
243884594;0;America;Barbados;BRB;30/5/2020;30;0;BB;5;287021;2020
243884594;0;America;Barbados;BRB;29/5/2020;29;0;BB;5;287021;2020
243884594;0;America;Barbados;BRB;28/5/2020;28;0;BB;5;287021;2020
243884594;0;America;Barbados;BRB;27/5/2020;27;0;BB;5;287021;2020
27872525;0;America;Barbados;BRB;26/5/2020;26;0;BB;5;287021;2020
27872525;0;America;Barbados;BRB;25/5/2020;25;0;BB;5;287021;2020
27872525;2;America;Barbados;BRB;24/5/2020;24;0;BB;5;287021;2020
243884594;0;America;Barbados;BRB;23/5/2020;23;0;BB;5;287021;2020
27872525;0;America;Barbados;BRB;22/5/2020;22;0;BB;5;287021;2020
27872525;0;America;Barbados;BRB;21/5/2020;21;0;BB;5;287021;2020
27872525;2;America;Barbados;BRB;20/5/2020;20;0;BB;5;287021;2020
209043938;0;America;Barbados;BRB;19/5/2020;19;0;BB;5;287021;2020
209043938;2;America;Barbados;BRB;18/5/2020;18;0;BB;5;287021;2020
174203281;1;America;Barbados;BRB;17/5/2020;17;0;BB;5;287021;2020
139362625;0;America;Barbados;BRB;16/5/2020;16;0;BB;5;287021;2020
139362625;0;America;Barbados;BRB;15/5/2020;15;0;BB;5;287021;2020
174203281;0;America;Barbados;BRB;14/5/2020;14;0;BB;5;287021;2020
174203281;1;America;Barbados;BRB;13/5/2020;13;0;BB;5;287021;2020
139362625;0;America;Barbados;BRB;12/5/2020;12;0;BB;5;287021;2020
174203281;0;America;Barbados;BRB;11/5/2020;11;0;BB;5;287021;2020
174203281;1;America;Barbados;BRB;10/5/2020;10;0;BB;5;287021;2020
243884594;1;America;Barbados;BRB;9/5/2020;9;0;BB;5;287021;2020
209043938;0;America;Barbados;BRB;8/5/2020;8;0;BB;5;287021;2020
209043938;0;America;Barbados;BRB;7/5/2020;7;0;BB;5;287021;2020
243884594;0;America;Barbados;BRB;6/5/2020;6;0;BB;5;287021;2020
243884594;0;America;Barbados;BRB;5/5/2020;5;0;BB;5;287021;2020
243884594;1;America;Barbados;BRB;4/5/2020;4;0;BB;5;287021;2020
209043938;0;America;Barbados;BRB;3/5/2020;3;0;BB;5;287021;2020
209043938;0;America;Barbados;BRB;2/5/2020;2;0;BB;5;287021;2020
209043938;1;America;Barbados;BRB;1/5/2020;1;0;BB;5;287021;2020
174203281;0;America;Barbados;BRB;30/4/2020;30;1;BB;4;287021;2020
243884594;0;America;Barbados;BRB;29/4/2020;29;0;BB;4;287021;2020
27872525;1;America;Barbados;BRB;28/4/2020;28;0;BB;4;287021;2020
27872525;0;America;Barbados;BRB;27/4/2020;27;0;BB;4;287021;2020
383247219;3;America;Barbados;BRB;26/4/2020;26;0;BB;4;287021;2020
313565906;0;America;Barbados;BRB;25/4/2020;25;0;BB;4;287021;2020
348406563;0;America;Barbados;BRB;24/4/2020;24;0;BB;4;287021;2020
452928531;1;America;Barbados;BRB;23/4/2020;23;1;BB;4;287021;2020
418087875;0;America;Barbados;BRB;22/4/2020;22;0;BB;4;287021;2020
522609844;0;America;Barbados;BRB;21/4/2020;21;0;BB;4;287021;2020
661972469;0;America;Barbados;BRB;20/4/2020;20;0;BB;4;287021;2020
83617575;0;America;Barbados;BRB;19/4/2020;19;0;BB;4;287021;2020
1045219688;0;America;Barbados;BRB;18/4/2020;18;0;BB;4;287021;2020
1045219688;0;America;Barbados;BRB;17/4/2020;17;0;BB;4;287021;2020
1045219688;2;America;Barbados;BRB;16/4/2020;16;0;BB;4;287021;2020
1358785594;1;America;Barbados;BRB;15/4/2020;15;1;BB;4;287021;2020
1323944938;1;America;Barbados;BRB;14/4/2020;14;0;BB;4;287021;2020
1323944938;3;America;Barbados;BRB;13/4/2020;13;0;BB;4;287021;2020
1463307563;1;America;Barbados;BRB;12/4/2020;12;0;BB;4;287021;2020
1498148219;1;America;Barbados;BRB;11/4/2020;11;1;BB;4;287021;2020
1463307563;3;America;Barbados;BRB;10/4/2020;10;0;BB;4;287021;2020
1567829532;0;America;Barbados;BRB;9/4/2020;9;0;BB;4;287021;2020
1567829532;3;America;Barbados;BRB;8/4/2020;8;1;BB;4;287021;2020
1498148219;4;America;Barbados;BRB;7/4/2020;7;1;BB;4;287021;2020
1358785594;5;America;Barbados;BRB;6/4/2020;6;1;BB;4;287021;2020
1289104282;6;America;Barbados;BRB;5/4/2020;5;0;BB;4;287021;2020
1358785594;0;America;Barbados;BRB;4/4/2020;4;0;BB;4;287021;2020
1498148219;0;America;Barbados;BRB;3/4/2020;3;0;BB;4;287021;2020
1532988875;11;America;Barbados;BRB;2/4/2020;2;0;BB;4;287021;2020
1149741657;0;America;Barbados;BRB;1/4/2020;1;0;BB;4;287021;2020
1184582313;1;America;Barbados;BRB;31/3/2020;31;0;BB;3;287021;2020
;7;America;Barbados;BRB;30/3/2020;30;0;BB;3;287021;2020
;2;America;Barbados;BRB;29/3/2020;29;0;BB;3;287021;2020
;0;America;Barbados;BRB;28/3/2020;28;0;BB;3;287021;2020
;6;America;Barbados;BRB;27/3/2020;27;0;BB;3;287021;2020
;0;America;Barbados;BRB;26/3/2020;26;0;BB;3;287021;2020
;1;America;Barbados;BRB;25/3/2020;25;0;BB;3;287021;2020
;0;America;Barbados;BRB;24/3/2020;24;0;BB;3;287021;2020
;3;America;Barbados;BRB;23/3/2020;23;0;BB;3;287021;2020
;8;America;Barbados;BRB;22/3/2020;22;0;BB;3;287021;2020
;4;America;Barbados;BRB;21/3/2020;21;0;BB;3;287021;2020
;1;America;Barbados;BRB;20/3/2020;20;0;BB;3;287021;2020
;0;America;Barbados;BRB;19/3/2020;19;0;BB;3;287021;2020
;1;America;Barbados;BRB;18/3/2020;18;0;BB;3;287021;2020
26751910545;1961;Europe;Belarus;BLR;14/12/2020;14;9;BY;12;9452409;2020
26458863555;1975;Europe;Belarus;BLR;13/12/2020;13;8;BY;12;9452409;2020
26158411046;1967;Europe;Belarus;BLR;12/12/2020;12;8;BY;12;9452409;2020
25792366792;1939;Europe;Belarus;BLR;11/12/2020;11;8;BY;12;9452409;2020
25394584597;1851;Europe;Belarus;BLR;10/12/2020;10;8;BY;12;9452409;2020
25019018961;1649;Europe;Belarus;BLR;9/12/2020;9;7;BY;12;9452409;2020
24830707177;1796;Europe;Belarus;BLR;8/12/2020;8;8;BY;12;9452409;2020
24499574659;1878;Europe;Belarus;BLR;7/12/2020;7;9;BY;12;9452409;2020
24167384209;1896;Europe;Belarus;BLR;6/12/2020;6;8;BY;12;9452409;2020
23841541347;1774;Europe;Belarus;BLR;5/12/2020;5;9;BY;12;9452409;2020
23506177103;1701;Europe;Belarus;BLR;4/12/2020;4;7;BY;12;9452409;2020
23168696996;1689;Europe;Belarus;BLR;3/12/2020;3;8;BY;12;9452409;2020
22766683075;1572;Europe;Belarus;BLR;2/12/2020;2;8;BY;12;9452409;2020
22427087106;1639;Europe;Belarus;BLR;1/12/2020;1;7;BY;12;9452409;2020
22029304911;1684;Europe;Belarus;BLR;30/11/2020;30;8;BY;11;9452409;2020
21638928235;1691;Europe;Belarus;BLR;29/11/2020;29;7;BY;11;9452409;2020
21170264638;1621;Europe;Belarus;BLR;28/11/2020;28;8;BY;11;9452409;2020
20689963797;1563;Europe;Belarus;BLR;27/11/2020;27;9;BY;11;9452409;2020
2019802571;1496;Europe;Belarus;BLR;26/11/2020;26;7;BY;11;9452409;2020
19733593838;1471;Europe;Belarus;BLR;25/11/2020;25;8;BY;11;9452409;2020
19275509555;1483;Europe;Belarus;BLR;24/11/2020;24;8;BY;11;9452409;2020
1874654387;1564;Europe;Belarus;BLR;23/11/2020;23;7;BY;11;9452409;2020
18145638852;1588;Europe;Belarus;BLR;22/11/2020;22;8;BY;11;9452409;2020
17520401413;1457;Europe;Belarus;BLR;21/11/2020;21;7;BY;11;9452409;2020
17027405395;1382;Europe;Belarus;BLR;20/11/2020;20;7;BY;11;9452409;2020
16604232847;1309;Europe;Belarus;BLR;19/11/2020;19;7;BY;11;9452409;2020
16260405152;1251;Europe;Belarus;BLR;18/11/2020;18;7;BY;11;9452409;2020
15919751251;1263;Europe;Belarus;BLR;17/11/2020;17;7;BY;11;9452409;2020
1557909735;1315;Europe;Belarus;BLR;16/11/2020;16;7;BY;11;9452409;2020
15221516547;1248;Europe;Belarus;BLR;15/11/2020;15;6;BY;11;9452409;2020
14941164734;1167;Europe;Belarus;BLR;14/11/2020;14;6;BY;11;9452409;2020
14732752254;1098;Europe;Belarus;BLR;13/11/2020;13;5;BY;11;9452409;2020
14612148078;1057;Europe;Belarus;BLR;12/11/2020;12;6;BY;11;9452409;2020
14484138382;1038;Europe;Belarus;BLR;11/11/2020;11;5;BY;11;9452409;2020
14340259716;983;Europe;Belarus;BLR;10/11/2020;10;4;BY;11;9452409;2020
1423552451;996;Europe;Belarus;BLR;9/11/2020;9;3;BY;11;9452409;2020
14075776873;997;Europe;Belarus;BLR;8/11/2020;8;3;BY;11;9452409;2020
13879001639;991;Europe;Belarus;BLR;7/11/2020;7;3;BY;11;9452409;2020
13663183639;982;Europe;Belarus;BLR;6/11/2020;6;3;BY;11;9452409;2020
13405048385;984;Europe;Belarus;BLR;5/11/2020;5;3;BY;11;9452409;2020
13139507611;929;Europe;Belarus;BLR;4/11/2020;4;3;BY;11;9452409;2020
12811548887;941;Europe;Belarus;BLR;3/11/2020;3;4;BY;11;9452409;2020
12442330839;977;Europe;Belarus;BLR;2/11/2020;2;5;BY;11;9452409;2020
12790390259;983;Europe;Belarus;BLR;1/11/2020;1;3;BY;11;9452409;2020
11750443723;970;Europe;Belarus;BLR;31/10/2020;31;4;BY;10;9452409;2020
11420369136;984;Europe;Belarus;BLR;30/10/2020;30;4;BY;10;9452409;2020
11027876597;936;Europe;Belarus;BLR;29/10/2020;29;4;BY;10;9452409;2020
10669237863;902;Europe;Belarus;BLR;28/10/2020;28;4;BY;10;9452409;2020
10271455668;884;Europe;Belarus;BLR;27/10/2020;27;4;BY;10;9452409;2020
9827124493;845;Europe;Belarus;BLR;26/10/2020;26;4;BY;10;9452409;2020
10057753531;811;Europe;Belarus;BLR;25/10/2020;25;8;BY;10;9452409;2020
9199771191;787;Europe;Belarus;BLR;24/10/2020;24;0;BY;10;9452409;2020
8884507642;738;Europe;Belarus;BLR;23/10/2020;23;4;BY;10;9452409;2020
8608387555;733;Europe;Belarus;BLR;22/10/2020;22;4;BY;10;9452409;2020
8271965379;619;Europe;Belarus;BLR;21/10/2020;21;4;BY;10;9452409;2020
8033930821;592;Europe;Belarus;BLR;20/10/2020;20;4;BY;10;9452409;2020
783186593;1306;Europe;Belarus;BLR;19/10/2020;19;8;BY;10;9452409;2020
6918871158;0;Europe;Belarus;BLR;18/10/2020;18;0;BY;10;9452409;2020
7374839578;658;Europe;Belarus;BLR;17/10/2020;17;5;BY;10;9452409;2020
7104009147;613;Europe;Belarus;BLR;16/10/2020;16;5;BY;10;9452409;2020
6865974589;597;Europe;Belarus;BLR;15/10/2020;15;5;BY;10;9452409;2020
66268821;526;Europe;Belarus;BLR;14/10/2020;14;5;BY;10;9452409;2020
6402600649;464;Europe;Belarus;BLR;13/10/2020;13;5;BY;10;9452409;2020
6268243365;1063;Europe;Belarus;BLR;12/10/2020;12;11;BY;10;9452409;2020
5482200358;0;Europe;Belarus;BLR;11/10/2020;11;0;BY;10;9452409;2020
5833433572;489;Europe;Belarus;BLR;10/10/2020;10;5;BY;10;9452409;2020
5639832132;477;Europe;Belarus;BLR;9/10/2020;9;6;BY;10;9452409;2020
5446230691;415;Europe;Belarus;BLR;8/10/2020;8;6;BY;10;9452409;2020
5274845809;394;Europe;Belarus;BLR;7/10/2020;7;6;BY;10;9452409;2020
5075954712;401;Europe;Belarus;BLR;6/10/2020;6;5;BY;10;9452409;2020
4888700859;443;Europe;Belarus;BLR;5/10/2020;5;6;BY;10;9452409;2020
4645376644;431;Europe;Belarus;BLR;4/10/2020;4;7;BY;10;9452409;2020
443379037;402;Europe;Belarus;BLR;3/10/2020;3;5;BY;10;9452409;2020
4265579282;388;Europe;Belarus;BLR;2/10/2020;2;6;BY;10;9452409;2020
4092078538;371;Europe;Belarus;BLR;1/10/2020;1;5;BY;10;9452409;2020
3922809519;314;Europe;Belarus;BLR;30/9/2020;30;6;BY;9;9452409;2020
3793741892;337;Europe;Belarus;BLR;29/9/2020;29;4;BY;9;9452409;2020
3635052186;320;Europe;Belarus;BLR;28/9/2020;28;5;BY;9;9452409;2020
3505984559;332;Europe;Belarus;BLR;27/9/2020;27;6;BY;9;9452409;2020
3356816236;306;Europe;Belarus;BLR;26/9/2020;26;5;BY;9;9452409;2020
3237269991;294;Europe;Belarus;BLR;25/9/2020;25;6;BY;9;9452409;2020
3126187197;253;Europe;Belarus;BLR;24/9/2020;24;5;BY;9;9452409;2020
3063769247;206;Europe;Belarus;BLR;23/9/2020;23;6;BY;9;9452409;2020
3033089237;224;Europe;Belarus;BLR;22/9/2020;22;5;BY;9;9452409;2020
2978076806;213;Europe;Belarus;BLR;21/9/2020;21;4;BY;9;9452409;2020
2960091972;231;Europe;Belarus;BLR;20/9/2020;20;3;BY;9;9452409;2020
290402161;243;Europe;Belarus;BLR;19/9/2020;19;2;BY;9;9452409;2020
2840545728;224;Europe;Belarus;BLR;18/9/2020;18;4;BY;9;9452409;2020
2773896051;211;Europe;Belarus;BLR;17/9/2020;17;6;BY;9;9452409;2020
2740042247;192;Europe;Belarus;BLR;16/9/2020;16;5;BY;9;9452409;2020
2662813257;187;Europe;Belarus;BLR;15/9/2020;15;6;BY;9;9452409;2020
2630017385;198;Europe;Belarus;BLR;14/9/2020;14;6;BY;9;9452409;2020
2594047718;191;Europe;Belarus;BLR;13/9/2020;13;6;BY;9;9452409;2020
2579236679;193;Europe;Belarus;BLR;12/9/2020;12;6;BY;9;9452409;2020
2566541503;189;Europe;Belarus;BLR;11/9/2020;11;6;BY;9;9452409;2020
2568657366;194;Europe;Belarus;BLR;10/9/2020;10;5;BY;9;9452409;2020
2624727728;177;Europe;Belarus;BLR;9/9/2020;9;5;BY;9;9452409;2020
2524224248;172;Europe;Belarus;BLR;8/9/2020;8;5;BY;9;9452409;2020
2529513905;196;Europe;Belarus;BLR;7/9/2020;7;6;BY;9;9452409;2020
2515760797;178;Europe;Belarus;BLR;6/9/2020;6;4;BY;9;9452409;2020
2511529072;183;Europe;Belarus;BLR;5/9/2020;5;5;BY;9;9452409;2020
2488254581;161;Europe;Belarus;BLR;4/9/2020;4;5;BY;9;9452409;2020
2475559405;179;Europe;Belarus;BLR;3/9/2020;3;5;BY;9;9452409;2020
2421604905;119;Europe;Belarus;BLR;2/9/2020;2;5;BY;9;9452409;2020
2384577307;156;Europe;Belarus;BLR;1/9/2020;1;5;BY;9;9452409;2020
2296769004;164;Europe;Belarus;BLR;31/8/2020;31;5;BY;8;9452409;2020
2220597945;177;Europe;Belarus;BLR;30/8/2020;30;4;BY;8;9452409;2020
2156064131;181;Europe;Belarus;BLR;29/8/2020;29;5;BY;8;9452409;2020
2075661347;191;Europe;Belarus;BLR;28/8/2020;28;5;BY;8;9452409;2020
1980447524;247;Europe;Belarus;BLR;27/8/2020;27;5;BY;8;9452409;2020
1821757819;82;Europe;Belarus;BLR;26/8/2020;26;6;BY;8;9452409;2020
1796367466;177;Europe;Belarus;BLR;25/8/2020;25;4;BY;8;9452409;2020
1711732956;183;Europe;Belarus;BLR;24/8/2020;24;5;BY;8;9452409;2020
1636619829;174;Europe;Belarus;BLR;23/8/2020;23;5;BY;8;9452409;2020
158372326;161;Europe;Belarus;BLR;22/8/2020;22;5;BY;8;9452409;2020
1530826692;149;Europe;Belarus;BLR;21/8/2020;21;5;BY;8;9452409;2020
1507552202;128;Europe;Belarus;BLR;20/8/2020;20;5;BY;8;9452409;2020
1505436339;84;Europe;Belarus;BLR;19/8/2020;19;4;BY;8;9452409;2020
1505436339;73;Europe;Belarus;BLR;18/8/2020;18;3;BY;8;9452409;2020
1532942555;92;Europe;Belarus;BLR;17/8/2020;17;3;BY;8;9452409;2020
1563622564;116;Europe;Belarus;BLR;16/8/2020;16;4;BY;8;9452409;2020
1586897054;105;Europe;Belarus;BLR;15/8/2020;15;4;BY;8;9452409;2020
1627098447;101;Europe;Belarus;BLR;14/8/2020;14;4;BY;8;9452409;2020
167576329;97;Europe;Belarus;BLR;13/8/2020;13;3;BY;8;9452409;2020
1733949515;58;Europe;Belarus;BLR;12/8/2020;12;3;BY;8;9452409;2020
1794251603;97;Europe;Belarus;BLR;11/8/2020;11;2;BY;8;9452409;2020
